Account ID,Username,Platform,Follower Count,Posts Per Week,Engagement Rate,Ad Spend (USD),Conversion Rate,Campaign Reach
5689,lisa91,TikTok,967259,1,0.0834,646.61,0.0188,2672
5690,hughesjohn,TikTok,441192,5,0.0642,972.33,0.0357,20236
5691,xcruz,TikTok,504870,7,0.0986,452.19,0.0186,24349
5692,elaine15,TikTok,962405,6,0.0986,984.35,0.0115,23106
5693,omccann,Facebook,720476,3,0.0986,570.51,0.0244,6371
5694,cboyd,TikTok,472209,4,0.0834,114.01,0.0277,18659
5695,jamescohen,LinkedIn,383250,4,0.0642,560.62,0.0294,25480
5696,garciajustin,Facebook,45863,6,0.102,511.43,0.0398,8889
5697,gregoryrodriguez,Instagram,69597,4,0.102,287.9,0.0136,5224
5698,brian11,Twitter,741639,2,0.0986,528.03,0.0283,36162
5699,mackeric,Twitter,609249,3,0.0986,222.59,0.0351,11394
5700,laurendurham,Twitter,577186,2,0.0856,984.08,0.037,30988
5701,toddkenneth,Twitter,284822,2,0.0986,535.84,0.0283,29340
5702,qshannon,TikTok,396427,1,0.0986,521.24,0.0366,27111
5703,brandon78,Instagram,451797,2,0.0642,944.87,0.0269,32080
5704,amanda27,Instagram,310948,6,0.0986,718.41,0.0112,12423
5705,anthonyrobinson,Twitter,535553,3,0.0642,905.43,0.031,2164
5706,lawrencejulie,Twitter,461418,1,0.102,779.45,0.0262,5115
5707,cynthia50,LinkedIn,650644,1,0.0834,129.24,0.024,43683
5708,sancheztroy,LinkedIn,185959,7,0.0834,595.24,0.011,36514
5709,dawnwilkerson,Twitter,83122,4,0.0856,789.39,0.0304,3099
5710,ireyes,LinkedIn,49851,7,0.0986,220.8,0.0281,32700
5711,sharonmiller,TikTok,219099,3,0.102,286.58,0.0102,10997
5712,royharper,Instagram,933934,6,0.0856,830.49,0.0133,7997
5713,rmendoza,Instagram,855187,1,0.0834,431.53,0.0351,22430
5714,jeffreyrice,LinkedIn,352827,6,0.0642,254.87,0.0434,28271
5715,brookegalloway,Facebook,269273,5,0.102,166.55,0.0418,14523
5716,ewalters,Facebook,569839,3,0.102,159.96,0.0392,18572
5717,danielharper,Instagram,237663,5,0.0986,135.84,0.0445,8658
5718,andradewesley,TikTok,282959,3,0.0986,73.0,0.0485,6422
5719,roger15,Instagram,104418,5,0.0834,335.78,0.0107,28832
5720,masonjames,Instagram,630451,5,0.0834,343.96,0.0332,34997
5721,edwardthomas,TikTok,82756,2,0.0642,899.1,0.0175,37839
5722,amanda27,TikTok,851267,6,0.0642,644.12,0.0264,6836
5723,jeff87,LinkedIn,77773,7,0.0834,745.68,0.037,31773
5724,carpenterpamela,LinkedIn,649887,4,0.0642,400.61,0.0359,17871
5725,mikaylataylor,TikTok,976392,4,0.0856,433.83,0.0114,30970
5726,eriknelson,Facebook,938566,7,0.0642,496.72,0.0222,25103
5727,campbellross,TikTok,271135,1,0.0986,770.73,0.0268,26947
5728,logan51,TikTok,150944,6,0.0986,830.49,0.0272,30048
5729,marycrawford,Twitter,795228,6,0.0856,516.5,0.0118,47320
5730,jeffrey25,Facebook,572392,5,0.0856,872.61,0.0425,6484
5731,qperkins,TikTok,452249,6,0.0856,152.25,0.0372,46750
5732,zwilliams,TikTok,228146,4,0.0986,938.02,0.0404,13977
5733,robert05,Facebook,973150,5,0.0834,851.98,0.0278,29759
5734,lpierce,LinkedIn,472587,5,0.0834,913.39,0.0293,33167
5735,whitedanielle,TikTok,173060,2,0.0986,596.41,0.0227,48221
5736,websterchristina,Twitter,633618,6,0.0642,928.28,0.0118,37488
5737,dunndaniel,Instagram,843773,7,0.0834,722.82,0.031,41522
5738,toddkenneth,Twitter,213597,4,0.0986,902.41,0.049,11682
5739,westjustin,Instagram,328094,4,0.0986,477.98,0.0191,2320
5740,sara29,Instagram,507900,7,0.102,683.21,0.012,48948
5741,tjohnson,LinkedIn,608892,2,0.0834,142.09,0.0347,35320
5742,erica07,LinkedIn,67084,4,0.0642,457.25,0.0496,4297
5743,sonya64,Instagram,40943,1,0.0986,239.32,0.0361,44154
5744,nicholas41,TikTok,742207,4,0.0642,754.87,0.0353,28226
5745,wongrichard,Facebook,646781,6,0.102,428.02,0.0143,17770
5746,cooklinda,Facebook,771244,3,0.0642,993.2,0.0276,17108
5747,justin62,LinkedIn,667101,4,0.0642,276.36,0.0369,37015
5748,jonathanreynolds,LinkedIn,644984,3,0.0834,754.87,0.0341,14349
5749,matthew17,Instagram,443822,6,0.102,682.47,0.0436,20852
5750,hamiltonjessica,LinkedIn,160914,2,0.0834,966.47,0.0318,44306
5751,klee,Twitter,793832,6,0.0856,408.93,0.0496,20858
5752,josephjordan,LinkedIn,124345,2,0.102,162.02,0.0237,30412
5753,vvega,Facebook,685775,5,0.0642,834.49,0.0285,42875
5754,erikthomas,Facebook,446498,3,0.0642,194.99,0.0166,7121
5755,jay23,LinkedIn,211334,7,0.0834,270.31,0.0385,15559
5756,gacosta,TikTok,735609,4,0.0834,570.51,0.0432,21519
5757,nicholas41,Facebook,696372,7,0.0642,233.99,0.0189,2445
5758,rmcpherson,TikTok,63200,7,0.0642,787.99,0.0139,31141
5759,aramos,Twitter,236345,5,0.0986,752.14,0.0274,9270
5760,valentinetammy,LinkedIn,283511,6,0.0834,897.3,0.0416,14464
5761,kenneth65,Twitter,368342,4,0.0856,808.23,0.0326,37219
5762,sparker,Facebook,404142,7,0.0834,188.5,0.0261,16613
5763,charles14,Facebook,257016,3,0.0834,184.93,0.0427,39791
5764,kharris,Twitter,243208,3,0.0986,353.04,0.0272,3672
5765,ihernandez,Twitter,631107,3,0.0856,383.32,0.0251,16078
5766,tylermartin,Facebook,310446,7,0.0834,466.51,0.0447,1441
5767,ojenkins,Facebook,938884,6,0.0834,980.69,0.0216,43996
5768,cassandramiles,TikTok,119773,2,0.0834,507.13,0.0266,24976
5769,jesse39,Twitter,264964,1,0.0642,450.94,0.0123,2819
5770,jonesangela,TikTok,353764,1,0.0642,681.66,0.0186,19779
5771,russellmelissa,LinkedIn,843868,2,0.102,122.95,0.045,47931
5772,mullinsalicia,LinkedIn,539524,7,0.102,362.91,0.0237,44662
5773,marycrawford,Twitter,717708,4,0.102,661.37,0.0175,8119
5774,cody18,Facebook,409414,5,0.0642,408.67,0.024,32910
5775,wendylee,TikTok,204074,3,0.0856,226.55,0.0136,33000
5776,ybrock,Facebook,179796,3,0.0986,90.45,0.0113,20596
5777,stacey77,Twitter,159763,2,0.0834,269.7,0.0193,43561
5778,diazchristina,Instagram,978320,5,0.0834,422.61,0.0288,22449
5779,murraykyle,LinkedIn,178090,2,0.0834,980.69,0.0437,22316
5780,ryan99,Instagram,80808,1,0.0986,976.76,0.0104,41794
5781,jonathan26,Instagram,498769,3,0.0986,664.72,0.0445,4266
5782,lisabarber,Instagram,7131,2,0.0642,75.54,0.0392,19915
5783,johnsongregory,LinkedIn,512641,7,0.102,279.7,0.0245,30380
5784,henry84,TikTok,838293,7,0.0856,670.27,0.0283,22027
5785,gregory54,Twitter,906296,7,0.0856,722.82,0.032,21048
5786,elizabethwade,LinkedIn,570585,2,0.0986,826.28,0.044,30950
5787,fduffy,Twitter,612591,3,0.0856,563.74,0.0164,23727
5788,mcculloughedward,Facebook,184313,6,0.0986,894.32,0.0125,41414
5789,dmartin,LinkedIn,742483,1,0.0642,75.54,0.0282,3452
5790,gclark,Instagram,132480,3,0.0986,636.6,0.0132,26115
5791,alvarezdanielle,Instagram,698720,1,0.0642,370.12,0.0235,28949
5792,john77,Facebook,436731,1,0.0642,587.66,0.0191,41469
5793,royharper,Twitter,367311,1,0.0834,529.18,0.0286,36084
5794,stephaniebrennan,Twitter,894429,3,0.0642,192.45,0.0307,48192
5795,kathleenmason,Instagram,972176,3,0.102,754.87,0.0251,12500
5796,deandawn,TikTok,882828,1,0.0642,799.04,0.0362,27160
5797,lauragarcia,Twitter,255028,2,0.0986,915.05,0.0286,45311
5798,christineclark,Twitter,447616,4,0.0986,321.35,0.0412,3890
5799,markgray,TikTok,51500,1,0.0834,466.51,0.0344,26398
5800,zbush,TikTok,96235,6,0.0642,775.97,0.0131,17006
5801,patricia15,Facebook,803226,1,0.102,872.77,0.0432,10392
5802,kayla25,TikTok,216086,7,0.0856,459.37,0.0108,7263
5803,patriciamorse,LinkedIn,985824,3,0.102,766.12,0.016,27919
5804,xcruz,TikTok,959277,6,0.0986,277.98,0.0259,10728
5805,amanda19,Twitter,122272,5,0.0856,772.09,0.0385,26112
5806,katieking,Twitter,272733,7,0.102,951.65,0.0108,25202
5807,sriley,LinkedIn,250783,4,0.0642,268.1,0.0352,29902
5808,harrislisa,Twitter,34449,2,0.0834,985.34,0.046,43547
5809,katiewolfe,LinkedIn,142405,3,0.0834,916.32,0.0303,43903
5810,stephen81,LinkedIn,322103,3,0.102,932.47,0.0466,21724
5811,russellcynthia,TikTok,963471,5,0.0856,450.94,0.0186,39692
5812,boothjacob,Instagram,254264,2,0.0642,767.4,0.0406,49306
5813,thomaschristian,TikTok,358906,1,0.0642,238.74,0.0402,15159
5814,hwashington,LinkedIn,305018,2,0.102,914.72,0.0132,3654
5815,johncarpenter,TikTok,64129,6,0.102,413.32,0.0375,3170
5816,davidsmith,Instagram,214279,5,0.0986,682.47,0.0122,44431
5817,courtneysanchez,LinkedIn,174820,3,0.0642,902.41,0.0285,3942
5818,donna02,Instagram,870900,1,0.0856,444.48,0.0155,44445
5819,jonathanherman,Facebook,334242,4,0.0856,261.62,0.026,22700
5820,shermanjoshua,Twitter,334188,2,0.0856,916.32,0.0286,38973
5821,mary32,TikTok,201822,5,0.102,717.59,0.0221,49991
5822,zblackburn,LinkedIn,132704,5,0.0642,612.29,0.0493,24061
5823,ryan83,Instagram,776515,1,0.0642,150.31,0.0206,19623
5824,makaylahall,LinkedIn,439869,7,0.0834,383.19,0.0202,30641
5825,smithmatthew,LinkedIn,323046,3,0.0856,507.13,0.0386,26362
5826,palmerjeffrey,Instagram,539141,5,0.0856,327.81,0.0265,6740
5827,plindsey,TikTok,769230,7,0.0856,661.37,0.0274,12660
5828,hevans,Facebook,610758,3,0.0834,279.32,0.0178,24063
5829,marvin96,Instagram,267247,1,0.0986,982.29,0.0312,12653
5830,taylornathan,Facebook,667934,1,0.0856,481.13,0.0136,4908
5831,smithkristin,Instagram,329251,4,0.102,81.51,0.0113,44699
5832,bpham,Twitter,375994,4,0.0986,946.08,0.0423,14540
5833,sheila33,LinkedIn,297753,7,0.0834,55.4,0.0494,45977
5834,joe98,Facebook,377802,4,0.0856,491.99,0.0143,41964
5835,kelleytina,Twitter,893953,3,0.0986,129.24,0.0272,47695
5836,tiffanystevens,Instagram,183768,3,0.0986,261.62,0.0313,25910
5837,cynthia04,LinkedIn,977472,1,0.0642,698.14,0.0384,15586
5838,nicolereyes,Twitter,698618,4,0.0986,363.0,0.0276,47137
5839,edwardthomas,TikTok,999739,7,0.0642,630.77,0.0325,35523
5840,brandon78,TikTok,461684,6,0.102,100.31,0.0112,9883
5841,campbelljose,Instagram,281686,2,0.0986,125.06,0.0341,49528
5842,reneecontreras,Facebook,440679,7,0.0986,577.15,0.0456,27175
5843,tmarquez,Twitter,330276,5,0.0834,395.01,0.0304,19671
5844,qhood,Facebook,992294,3,0.0856,466.51,0.0237,34319
5845,wongrichard,Facebook,795812,4,0.102,993.52,0.0315,40885
5846,lisa30,Twitter,669867,2,0.0986,353.04,0.0202,15403
5847,xroberts,Twitter,185557,1,0.0834,676.94,0.0276,4091
5848,jwallace,LinkedIn,95424,1,0.0642,692.68,0.0152,5155
5849,patty20,Instagram,40398,5,0.0642,986.41,0.021,22974
5850,parsonsmichael,TikTok,892660,2,0.0856,204.59,0.0313,35448
5851,tmarquez,Instagram,491597,3,0.102,913.87,0.0226,2301
5852,kfowler,Instagram,580660,7,0.0856,284.36,0.0263,38583
5853,kjohns,Instagram,281381,6,0.0986,81.51,0.0226,18923
5854,christopherbarnes,Instagram,804909,6,0.0642,540.02,0.0106,24737
5855,nicholaspeters,Facebook,445399,7,0.0834,325.81,0.0168,47459
5856,ojohnson,Instagram,139244,2,0.0834,428.86,0.0274,45719
5857,brittanymorris,LinkedIn,223609,1,0.102,156.13,0.0114,4629
5858,erica07,Instagram,489912,1,0.0642,580.89,0.0143,7727
5859,teresataylor,TikTok,305883,5,0.0986,811.74,0.0423,14373
5860,williamskyle,Facebook,925536,1,0.0642,529.18,0.0418,31120
5861,yrodriguez,LinkedIn,59901,7,0.0856,428.98,0.0485,40088
5862,tmarquez,Twitter,500470,5,0.0856,914.72,0.0207,13135
5863,tracy84,TikTok,450849,1,0.0642,321.35,0.0283,48417
5864,jacobwilson,LinkedIn,995867,7,0.102,274.15,0.0168,34511
5865,erica07,LinkedIn,396580,3,0.0986,898.66,0.049,30143
5866,gabriellashort,Instagram,965188,3,0.0986,575.94,0.0425,33902
5867,ruizguy,Facebook,952365,1,0.0856,221.5,0.0222,24348
5868,gtorres,Instagram,172272,4,0.0856,754.41,0.0335,44888
5869,russellcynthia,TikTok,559871,7,0.0856,99.67,0.0188,33843
5870,davidvaldez,Twitter,807468,3,0.0856,367.56,0.0115,34802
5871,deandawn,Facebook,443791,2,0.0642,411.63,0.0332,21459
5872,meghan87,Facebook,718578,3,0.102,928.25,0.0489,18881
5873,michaelflores,TikTok,579875,6,0.0856,666.13,0.0452,27942
5874,michael16,Facebook,961839,5,0.0834,630.21,0.0439,36040
5875,skinnerjacob,Facebook,379966,6,0.102,468.77,0.0444,25951
5876,alyssa15,Facebook,445859,1,0.0856,224.07,0.0233,14958
5877,mccoykaren,Twitter,562670,6,0.0834,857.28,0.0318,1011
5878,gstone,LinkedIn,883401,4,0.0642,974.35,0.021,38575
5879,treynolds,Facebook,66687,4,0.0986,510.8,0.0213,7812
5880,robinsonsandra,LinkedIn,765297,1,0.0642,892.99,0.0161,26873
5881,zbush,Facebook,57793,2,0.0642,765.21,0.0106,12579
5882,fowlermichael,Instagram,552497,5,0.0986,797.64,0.0478,20813
5883,amanda19,LinkedIn,860432,2,0.0986,362.24,0.0174,6396
5884,valentinetammy,TikTok,582907,4,0.0834,361.46,0.0398,4358
5885,williamskyle,LinkedIn,722421,5,0.0856,456.74,0.049,20189
5886,laurendurham,TikTok,737567,2,0.0856,248.25,0.0191,9311
5887,gabriellashort,Instagram,805848,2,0.0642,321.35,0.0227,24902
5888,wwatson,TikTok,266572,5,0.0856,649.02,0.0393,21305
5889,williamwyatt,TikTok,504802,3,0.0834,529.18,0.0343,33357
5890,kennedykayla,TikTok,32673,7,0.0856,806.51,0.0152,42765
5891,rcaldwell,Instagram,515650,4,0.0834,799.04,0.0433,17408
5892,grobinson,LinkedIn,427735,7,0.0834,864.63,0.0335,18376
5893,gpayne,Instagram,703802,1,0.0856,379.82,0.0195,34842
5894,michelleriggs,Twitter,511323,4,0.0834,408.67,0.0385,17561
5895,nturner,Instagram,399827,2,0.0986,516.15,0.0304,46167
5896,tammy29,LinkedIn,436054,7,0.102,666.13,0.0341,17940
5897,llopez,Facebook,798176,2,0.102,477.98,0.0243,43966
5898,sarah70,Instagram,683765,2,0.0642,181.4,0.0227,26664
5899,qhood,Facebook,493103,1,0.0834,578.37,0.0283,48335
5900,andrew37,Facebook,912005,2,0.0834,323.15,0.0386,44022
5901,davidanderson,Twitter,802748,1,0.0986,131.64,0.0434,8433
5902,sbyrd,Instagram,400071,4,0.0856,176.47,0.0494,35465
5903,tammy29,Instagram,690725,7,0.0986,697.11,0.0174,30653
5904,harrismichael,Twitter,220555,7,0.0986,991.96,0.0469,45713
5905,jacksonberry,Facebook,764907,3,0.0834,139.04,0.0342,5616
5906,marycrawford,Twitter,716702,3,0.0642,600.01,0.0291,7120
5907,lrusso,LinkedIn,480390,4,0.102,793.72,0.0437,44320
5908,ronnie15,LinkedIn,538427,3,0.0856,894.7,0.0358,14187
5909,charles14,Facebook,574252,5,0.0856,656.5,0.0123,28811
5910,ujones,TikTok,615936,3,0.0834,719.56,0.0427,29281
5911,elizabeth92,LinkedIn,941848,7,0.0834,756.44,0.0109,43220
5912,justin99,Instagram,874411,5,0.0986,286.17,0.021,42034
5913,sriley,Instagram,474132,5,0.0834,244.21,0.0144,43080
5914,manuel94,Facebook,386147,6,0.0986,274.55,0.0182,46811
5915,manuel94,Facebook,332461,6,0.0856,268.1,0.0293,21126
5916,amanda19,TikTok,147824,6,0.0856,614.04,0.0279,36727
5917,byrdsamantha,Facebook,68694,6,0.0834,573.41,0.0479,36912
5918,tinajones,Instagram,461776,5,0.102,800.15,0.0103,13190
5919,andersonnina,Instagram,567471,4,0.102,217.72,0.0178,13755
5920,timothynavarro,TikTok,547447,5,0.0642,473.76,0.0163,44978
5921,smallsteven,TikTok,594789,6,0.0834,569.7,0.0365,10895
5922,michaelflores,Instagram,414210,3,0.0642,995.14,0.0237,23375
5923,hlong,Facebook,915425,5,0.0986,149.79,0.0304,5486
5924,ryan18,Instagram,437871,3,0.0986,551.17,0.03,3236
5925,nicolereyes,TikTok,850002,1,0.102,68.93,0.0452,10416
5926,erin92,TikTok,604409,7,0.0986,218.75,0.012,34218
5927,rebekah51,TikTok,572755,1,0.0986,568.9,0.0354,2609
5928,dmanning,Instagram,289137,6,0.102,938.02,0.0372,12025
5929,danny18,Instagram,235050,5,0.102,270.31,0.0471,18296
5930,larryperez,LinkedIn,241489,1,0.0642,323.33,0.0338,10127
5931,friley,Facebook,589208,2,0.102,181.4,0.0452,48837
5932,elizabethwade,LinkedIn,147912,3,0.102,243.95,0.0477,17190
5933,john06,TikTok,168067,6,0.0834,131.64,0.0225,12822
5934,johncarpenter,LinkedIn,568408,2,0.102,332.66,0.0187,13626
5935,lisamorrow,Instagram,741746,6,0.0856,382.74,0.0247,30944
5936,kenneth67,Twitter,80718,1,0.0642,216.91,0.0171,32636
5937,dylanriley,Instagram,762636,1,0.0642,323.33,0.021,31161
5938,hughesjohn,Facebook,344748,3,0.0834,291.47,0.0343,28245
5939,jonesaustin,Instagram,415168,7,0.0642,94.05,0.0317,22726
5940,marycrawford,TikTok,572126,5,0.0834,727.33,0.0391,19103
5941,lisa30,Facebook,579404,4,0.0986,860.13,0.0105,33451
5942,lisa32,LinkedIn,40155,7,0.102,940.9,0.0102,45963
5943,zhobbs,Twitter,408518,2,0.0856,400.61,0.0387,41233
5944,brian17,TikTok,379181,2,0.0642,135.73,0.0303,24854
5945,millerjill,LinkedIn,156230,6,0.0986,200.82,0.0217,40321
5946,trobinson,LinkedIn,364481,6,0.0834,214.12,0.0196,5007
5947,marcoporter,LinkedIn,610717,4,0.0834,62.71,0.0439,43487
5948,lisaallen,TikTok,542072,2,0.0834,303.16,0.0198,4321
5949,molly66,LinkedIn,652602,1,0.0834,715.37,0.023,36708
5950,petersonjerry,Instagram,862445,3,0.102,162.02,0.0151,28637
5951,benjamingutierrez,TikTok,506324,3,0.102,345.58,0.028,45623
5952,richardmiller,TikTok,670261,6,0.0834,303.16,0.046,34793
5953,amandahenry,Twitter,438081,7,0.102,555.48,0.0358,6141
5954,fshaw,TikTok,117158,5,0.0642,270.91,0.0313,17715
5955,chavezcourtney,LinkedIn,788835,5,0.0834,215.08,0.047,18409
5956,carrolljames,Twitter,169731,7,0.0856,380.39,0.0119,44600
5957,hbrooks,Instagram,950196,2,0.0986,868.22,0.0349,4390
5958,harrismichael,Facebook,816896,6,0.0834,756.44,0.0229,28138
5959,gluna,Instagram,467091,1,0.0986,304.18,0.0277,38043
5960,fullerchristine,Twitter,230086,2,0.0834,798.0,0.0363,45297
5961,samanthasmith,Instagram,485970,1,0.0856,393.76,0.0354,26638
5962,robinsonmark,Facebook,312726,7,0.0986,938.02,0.0338,25979
5963,markhiggins,Facebook,192878,4,0.102,800.15,0.0285,43121
5964,gregoryrodriguez,Instagram,45600,7,0.0856,625.62,0.021,13047
5965,kathleenmason,Facebook,524790,1,0.0834,350.68,0.0186,38907
5966,michelle11,TikTok,79213,4,0.0856,363.0,0.0464,25257
5967,kelly58,LinkedIn,113432,6,0.0642,81.94,0.0274,7427
5968,tinajones,Twitter,74387,3,0.0642,400.82,0.0447,3906
5969,justin62,Twitter,7121,7,0.102,496.72,0.0293,39500
5970,lisa30,LinkedIn,211879,2,0.0986,331.37,0.0385,46092
5971,sonya64,Facebook,389799,6,0.0834,958.39,0.0443,38700
5972,barbarabranch,Instagram,869140,1,0.102,361.46,0.0115,1072
5973,cassandramiles,Twitter,776226,7,0.0856,400.82,0.0391,31798
5974,kristinlynch,Facebook,429711,1,0.0856,892.6,0.0301,27322
5975,tammy32,LinkedIn,400540,5,0.102,74.72,0.0178,10466
5976,kathymacias,Facebook,403792,5,0.102,276.36,0.0168,23812
5977,tinajones,TikTok,984178,6,0.0834,888.13,0.0361,11474
5978,kellie00,TikTok,516790,6,0.0986,285.16,0.0353,19212
5979,wwatson,Instagram,398201,2,0.0642,379.82,0.0443,29953
5980,gutierreznicholas,Facebook,498882,3,0.0856,252.39,0.0267,10575
5981,dhouse,Instagram,877780,2,0.0856,459.37,0.024,36685
5982,matthew17,LinkedIn,689183,5,0.0986,226.55,0.0397,8365
5983,tommy65,TikTok,262407,5,0.0856,164.09,0.0103,35294
5984,matthew96,Facebook,438824,7,0.102,159.96,0.0421,33042
5985,johnsonroberto,Twitter,939125,1,0.0642,332.66,0.0115,1665
5986,charleswilliams,Instagram,573031,6,0.0856,136.29,0.038,1763
5987,kimberlymorales,TikTok,521851,2,0.0642,159.96,0.0125,12137
5988,david26,Instagram,434014,6,0.0834,897.3,0.0436,13894
5989,bakerchristina,TikTok,332868,2,0.0986,791.91,0.0366,28677
5990,davistammy,Facebook,824017,6,0.0986,62.71,0.0239,8536
5991,yhahn,Twitter,733184,6,0.0834,967.56,0.0419,21573
5992,klee,TikTok,759019,2,0.0642,277.01,0.0113,29810
5993,trobinson,Twitter,500601,5,0.102,611.1,0.05,35814
5994,brittney04,Instagram,732693,5,0.0834,771.95,0.0235,2956
5995,johnmartinez,Facebook,376601,6,0.0856,310.36,0.0267,37871
5996,kharris,Instagram,527914,4,0.102,765.21,0.03,20907
5997,flemingrichard,TikTok,816766,3,0.0834,926.97,0.0162,41184
5998,evanssteven,TikTok,883359,4,0.102,864.15,0.0214,24594
5999,rodgerszachary,LinkedIn,80381,7,0.102,148.83,0.0171,10316
6000,fkelly,Instagram,397481,7,0.0642,330.78,0.0166,32183
6001,toneill,Facebook,26689,6,0.0856,137.36,0.0264,11234
6002,dennismichael,Facebook,682598,6,0.102,252.29,0.0456,26112
6003,zwhite,TikTok,498821,4,0.0986,204.59,0.0175,43195
6004,vmorgan,LinkedIn,501902,5,0.102,136.29,0.0329,39877
6005,debbieharris,Instagram,587303,6,0.0642,514.6,0.0164,10109
6006,alexandra95,Twitter,206120,6,0.0856,906.88,0.0341,28070
6007,robinsonsandra,Twitter,772820,2,0.0856,276.36,0.0318,24841
6008,bowenamanda,Twitter,876664,3,0.0986,670.27,0.0364,19841
6009,lauragarcia,Twitter,120107,7,0.0986,278.81,0.0128,26468
6010,elizabethcombs,TikTok,869006,5,0.0856,956.1,0.038,6292
6011,brian17,LinkedIn,411064,4,0.102,376.93,0.0244,20565
6012,aryan,Facebook,121963,4,0.102,905.43,0.045,49070
6013,lisa91,Twitter,412110,6,0.0856,951.47,0.0344,9959
6014,william00,Twitter,127279,6,0.0856,85.8,0.012,26952
6015,yrodriguez,Instagram,129165,3,0.0986,966.84,0.0225,49548
6016,hbrooks,Twitter,230396,5,0.0986,638.08,0.0481,26957
6017,brady22,TikTok,595268,6,0.102,386.33,0.0219,21150
6018,mackenziedaniels,LinkedIn,434368,2,0.0856,995.14,0.0417,17248
6019,ladams,Facebook,97669,2,0.0834,390.54,0.0219,42808
6020,nrodriguez,Twitter,592689,4,0.0986,185.21,0.0304,18679
6021,xmacias,LinkedIn,124416,2,0.0986,991.96,0.0486,13691
6022,eugene39,TikTok,990769,3,0.0834,387.68,0.0483,39131
6023,nancy96,TikTok,589145,7,0.0834,98.99,0.0273,16613
6024,perezjacqueline,Instagram,453224,1,0.0856,860.13,0.0426,12305
6025,christopherbarnes,LinkedIn,731398,7,0.0834,919.28,0.0275,23898
6026,samanthajohnson,LinkedIn,106482,7,0.0856,946.08,0.0418,13472
6027,laura14,LinkedIn,899172,4,0.0642,228.19,0.0274,10841
6028,elizabethelliott,LinkedIn,730539,1,0.0642,215.08,0.0303,48855
6029,kdavis,Twitter,976730,5,0.102,780.56,0.0392,18555
6030,jonathanjones,Instagram,443544,3,0.0642,783.6,0.0238,7278
6031,fgamble,TikTok,425196,7,0.0856,508.6,0.0268,4770
6032,smithkristin,Instagram,443224,7,0.102,664.72,0.0126,36271
6033,jacksonsuzanne,Facebook,54190,7,0.0642,474.87,0.0369,15832
6034,yvettepotts,TikTok,656166,1,0.0642,402.45,0.0167,49143
6035,amanda20,Facebook,983535,6,0.0642,394.17,0.0205,23763
6036,jeff87,TikTok,57352,1,0.0642,537.38,0.0434,44383
6037,rjohnston,TikTok,557731,1,0.102,971.23,0.0426,49259
6038,sarahowen,Twitter,614684,5,0.0834,408.67,0.0283,14473
6039,kenneth65,Twitter,404859,6,0.0986,671.12,0.0107,32091
6040,mike15,Twitter,929968,2,0.0834,97.88,0.0152,18214
6041,alexis09,TikTok,474236,5,0.0834,357.45,0.031,37835
6042,deandawn,Twitter,119486,3,0.102,352.12,0.0255,48829
6043,jennifer53,TikTok,795731,5,0.0986,817.67,0.0307,37108
6044,qramos,Instagram,402987,5,0.0642,135.73,0.0135,23855
6045,brianna64,TikTok,58924,3,0.0856,224.65,0.0457,3798
6046,klee,LinkedIn,275221,4,0.102,469.53,0.0303,17543
6047,mariah21,TikTok,627638,3,0.102,881.85,0.0394,11262
6048,ryan83,Facebook,358680,5,0.0834,123.52,0.0133,13047
6049,imorton,LinkedIn,489911,6,0.0642,610.44,0.0145,9137
6050,smithkristin,TikTok,433369,6,0.0986,952.79,0.0369,14364
6051,gpayne,Instagram,888108,7,0.0834,842.79,0.0473,45049
6052,kimberly19,Facebook,69205,6,0.0986,602.6,0.0352,40164
6053,andradewesley,Instagram,189357,6,0.0642,109.81,0.049,1539
6054,thomasortega,Facebook,101196,2,0.0856,600.01,0.0361,15889
6055,emily36,Facebook,238420,3,0.0856,763.66,0.041,2858
6056,nicholasnorton,Facebook,506241,4,0.0856,216.91,0.0307,35246
6057,qramos,Twitter,398437,3,0.0986,522.77,0.042,3848
6058,lisa32,Facebook,180535,1,0.0986,508.6,0.0294,33202
6059,andrewgregory,LinkedIn,946457,5,0.0642,925.27,0.0262,30297
6060,robinsonsandra,TikTok,631944,3,0.0986,124.3,0.0421,23016
6061,claudiaferrell,LinkedIn,443727,1,0.0986,84.87,0.0314,5096
6062,jmcgee,Twitter,745974,7,0.0856,315.9,0.0412,26051
6063,jenniferreilly,Facebook,613125,5,0.0834,982.29,0.0267,36270
6064,wendylee,TikTok,900593,6,0.0642,397.29,0.0243,36281
6065,michael65,Facebook,870711,1,0.0856,245.74,0.0118,49030
6066,daltonmichael,Twitter,436566,3,0.102,667.59,0.0327,49663
6067,rodgerszachary,TikTok,719872,4,0.0856,899.04,0.0287,29312
6068,kkelly,TikTok,3848,6,0.102,777.68,0.0461,3983
6069,murphytabitha,Facebook,754918,2,0.0986,682.58,0.0343,33369
6070,parkerluke,Twitter,809900,4,0.0986,262.66,0.0103,5599
6071,dawnwilkerson,Twitter,446135,6,0.0642,459.55,0.04,17061
6072,rebekah51,Instagram,327298,2,0.102,672.69,0.044,47638
6073,bnelson,Facebook,245172,6,0.102,153.92,0.0345,21088
6074,gtorres,LinkedIn,653901,6,0.0642,514.07,0.0186,2045
6075,jeffrey25,LinkedIn,390106,4,0.0856,884.06,0.0497,44976
6076,zrivers,TikTok,187682,7,0.102,513.6,0.0423,21160
